frame,track_id,class,u_px,v_px,image_region,image_lane,x_world_m,y_world_m,map_x,map_y,longitude,latitude,map_lane_code_raw,map_lane_code,map_lane_id,speed_kmh,raw_x_world_m,raw_y_world_m,raw_longitude,raw_latitude,output_filter_reason
249,1,target,976.6,355.6,down,down_L2,23.28,117.83,,,117.41962826,40.39882646,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.28,117.83,117.41961897,40.39881597,
250,1,target,974.4,354.2,down,down_L2,23.34,119.08,,,117.41961874,40.39882672,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.34,119.08,117.41960954,40.39881378,
251,1,target,971.7,353.0,down,down_L2,23.31,120.34,,,117.41960915,40.39882699,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.31,120.34,117.41960851,40.39881272,
252,1,target,969.3,352.1,down,down_L2,23.27,121.39,,,117.41960114,40.39882721,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.27,121.39,117.41960318,40.39881623,
253,1,target,966.6,351.0,down,down_L2,23.24,122.64,,,117.41959161,40.39882747,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.24,122.64,117.41959206,40.39881894,
254,1,target,964.6,350.3,down,down_L2,23.20,123.51,,,117.41958496,40.39882766,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.20,123.51,117.41958332,40.39881880,
255,1,target,962.9,349.5,down,down_L2,23.19,124.35,,,117.41957856,40.39882784,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.19,124.35,117.41957543,40.39881729,
256,1,target,961.4,348.5,down,down_L2,23.24,125.30,,,117.41957135,40.39882804,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.24,125.30,117.41956889,40.39881440,
257,1,target,959.5,347.4,down,down_L2,23.26,126.36,,,117.41956323,40.39882826,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,100.1,23.26,126.36,117.41956639,40.39881311,
258,1,target,958.1,346.5,down,down_L2,23.31,127.29,,,117.41955614,40.39882846,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.31,127.29,117.41956461,40.39881741,
259,1,target,955.9,345.7,down,down_L2,23.25,128.25,,,117.41954881,40.39882866,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.25,128.25,117.41955719,40.39881769,
260,1,target,954.3,344.6,down,down_L2,23.30,129.36,,,117.41954035,40.39882889,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.30,129.36,117.41954341,40.39882195,
261,1,target,951.9,343.6,down,down_L2,23.29,130.57,,,117.41953115,40.39882915,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.29,130.57,117.41953061,40.39882271,
262,1,target,949.9,342.7,down,down_L2,23.27,131.66,,,117.41952280,40.39882938,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.27,131.66,117.41951900,40.39882244,
263,1,target,947.1,341.9,down,down_L2,23.19,132.88,,,117.41951350,40.39882963,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.19,132.88,117.41950793,40.39882031,
264,1,target,944.7,341.2,down,down_L2,23.09,133.92,,,117.41950561,40.39882985,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.09,133.92,117.41950075,40.39881660,
265,1,target,942.7,340.7,down,down_L2,23.02,134.74,,,117.41949938,40.39883002,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.02,134.74,117.41949754,40.39881392,
266,1,target,941.4,339.8,down,down_L2,23.06,135.68,,,117.41949220,40.39883022,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,97.3,23.06,135.68,117.41949832,40.39881502,
267,1,target,940.2,339.0,down,down_L2,23.10,136.51,,,117.41948585,40.39883040,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.10,136.51,117.41950065,40.39881796,
268,1,target,938.5,338.1,down,down_L2,23.11,137.62,,,117.41947742,40.39883063,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.11,137.62,117.41949929,40.39881964,
269,1,target,936.7,337.1,down,down_L2,23.14,138.75,,,117.41946877,40.39883087,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.14,138.75,117.41948560,40.39882113,
270,1,target,934.7,336.1,down,down_L2,23.15,139.99,,,117.41945932,40.39883113,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.15,139.99,117.41946897,40.39882497,
271,1,target,933.2,335.3,down,down_L2,23.15,140.95,,,117.41945199,40.39883134,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.15,140.95,117.41945869,40.39882592,
272,1,target,931.3,334.5,down,down_L2,23.13,142.03,,,117.41944382,40.39883156,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.13,142.03,117.41944586,40.39882657,
273,1,target,929.6,333.5,down,down_L2,23.16,143.22,,,117.41943469,40.39883182,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.16,143.22,117.41943101,40.39882708,
274,1,target,928.6,332.4,down,down_L2,23.26,144.29,,,117.41942656,40.39883204,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.26,144.29,117.41941848,40.39882735,
275,1,target,927.0,331.4,down,down_L2,23.30,145.49,,,117.41941744,40.39883229,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.30,145.49,117.41940633,40.39882704,
276,1,target,925.0,330.4,down,down_L2,23.31,146.78,,,117.41940757,40.39883257,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.31,146.78,117.41939609,40.39882598,
277,1,target,922.7,329.5,down,down_L2,23.28,148.16,,,117.41939707,40.39883286,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.28,148.16,117.41938834,40.39882321,
278,1,target,921.1,328.6,down,down_L2,23.29,149.27,,,117.41938860,40.39883309,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,94.4,23.29,149.27,117.41938346,40.39881944,
279,1,target,919.1,327.8,down,down_L2,23.27,150.50,,,117.41937924,40.39883335,2,2,3fb19760-f2d3-469d-9182-1094ceb2c27a,95.6,23.27,150.50,117.41938156,40.39881871,
